Row_1,BoardsBeforeCutBill,BoardsAfterCutBill,BoardsInCutBill,MandatoryCuts,CutsMadebyCutBill,CutsPerBoard,Yield,MeanNestingRate,MaxNestingRate,TimesAbove60,LaneFlushes
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [42,44] [48,60]",223035,188526,148646,248774,19940,2.68714,0.908873618,0.050124377,0.217122021,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [42,44] [48,60]",223035,196584,140588,248774,27998,2.76772,0.907744803,0.106870351,0.40600599,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [42,44] [48,60]",223035,188720,148452,248774,20134,2.68908,0.908846441,0.062422181,0.268707099,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [42,44] [48,60]",223035,188831,148341,248774,20245,2.69019,0.908830892,0.076361146,0.313746936,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [42,44] [48,60]",223035,180967,156205,248774,12381,2.61155,0.90993253,0.065403919,0.262239969,0,0
"[10.75,24] [44,46] [48,60]",223035,246159,91013,248774,77573,3.26347,0.90080003,0.023219211,0.119323245,0,0
"[10.75,24] [24,26] [44,46] [48,60]",223035,238295,98877,248774,69709,3.18483,0.901901668,0.025614807,0.150630179,0,0
"[10.75,24] [26,28] [44,46] [48,60]",223035,238406,98766,248774,69820,3.18594,0.901886118,0.026637939,0.162607425,0,0
"[10.75,24] [24,26] [26,28] [44,46] [48,60]",223035,230542,106630,248774,61956,3.1073,0.902987756,0.033495316,0.177768229,0,0
"[10.75,24] [28,30] [44,46] [48,60]",223035,238600,98572,248774,70014,3.18788,0.901858941,0.024115922,0.116067609,0,0
"[10.75,24] [24,26] [28,30] [44,46] [48,60]",223035,230736,106436,248774,62150,3.10924,0.902960579,0.02590699,0.117962228,0,0
"[10.75,24] [26,28] [28,30] [44,46] [48,60]",223035,230847,106325,248774,62261,3.11035,0.90294503,0.025596737,0.140549753,0,0
"[10.75,24] [24,26] [26,28] [28,30] [44,46] [48,60]",223035,222983,114189,248774,54397,3.03171,0.904046668,0.028453656,0.155098326,0,0
"[10.75,24] [30,32] [44,46] [48,60]",223035,238663,98509,248774,70077,3.18851,0.901850116,0.025688168,0.112997331,0,0
"[10.75,24] [24,26] [30,32] [44,46] [48,60]",223035,230799,106373,248774,62213,3.10987,0.902951754,0.026375151,0.12560912,0,0
"[10.75,24] [26,28] [30,32] [44,46] [48,60]",223035,230910,106262,248774,62324,3.11098,0.902936204,0.025777481,0.122233566,0,0
"[10.75,24] [24,26] [26,28] [30,32] [44,46] [48,60]",223035,223046,114126,248774,54460,3.03234,0.904037842,0.02723602,0.124107143,0,0
"[10.75,24] [28,30] [30,32] [44,46] [48,60]",223035,231104,106068,248774,62518,3.11292,0.902909028,0.026450393,0.116653985,0,0
"[10.75,24] [24,26] [28,30] [30,32] [44,46] [48,60]",223035,223240,113932,248774,54654,3.03428,0.904010666,0.027772088,0.119621166,0,0
"[10.75,24] [26,28] [28,30] [30,32] [44,46] [48,60]",223035,223351,113821,248774,54765,3.03539,0.903995116,0.02733792,0.111521243,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [44,46] [48,60]",223035,215487,121685,248774,46901,2.95675,0.905096754,0.029466602,0.148545878,0,0
"[10.75,24] [32,34] [44,46] [48,60]",223035,238929,98243,248774,70343,3.19117,0.901812853,0.023941569,0.132614988,0,0
"[10.75,24] [24,26] [32,34] [44,46] [48,60]",223035,231065,106107,248774,62479,3.11253,0.902914491,0.025055722,0.123629529,0,0
"[10.75,24] [26,28] [32,34] [44,46] [48,60]",223035,231176,105996,248774,62590,3.11364,0.902898941,0.025638672,0.121441364,0,0
"[10.75,24] [24,26] [26,28] [32,34] [44,46] [48,60]",223035,223312,113860,248774,54726,3.035,0.904000579,0.028220594,0.128827795,0,0
"[10.75,24] [28,30] [32,34] [44,46] [48,60]",223035,231370,105802,248774,62784,3.11558,0.902871765,0.026283428,0.119024491,0,0
"[10.75,24] [24,26] [28,30] [32,34] [44,46] [48,60]",223035,223506,113666,248774,54920,3.03694,0.903973403,0.027027365,0.130510801,0,0
"[10.75,24] [26,28] [28,30] [32,34] [44,46] [48,60]",223035,223617,113555,248774,55031,3.03805,0.903957853,0.027068268,0.121472075,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [44,46] [48,60]",223035,215753,121419,248774,47167,2.95941,0.905059491,0.0283222,0.134308688,0,0
"[10.75,24] [30,32] [32,34] [44,46] [48,60]",223035,231433,105739,248774,62847,3.11621,0.902862939,0.027576983,0.13975034,0,0
"[10.75,24] [24,26] [30,32] [32,34] [44,46] [48,60]",223035,223569,113603,248774,54983,3.03757,0.903964577,0.027955563,0.142355265,0,0
"[10.75,24] [26,28] [30,32] [32,34] [44,46] [48,60]",223035,223680,113492,248774,55094,3.03868,0.903949028,0.027121837,0.11908542,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [44,46] [48,60]",223035,215816,121356,248774,47230,2.96004,0.905050666,0.028169537,0.134941102,0,0
"[10.75,24] [28,30] [30,32] [32,34] [44,46] [48,60]",223035,223874,113298,248774,55288,3.04062,0.903921851,0.028387328,0.128788453,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [44,46] [48,60]",223035,216010,121162,248774,47424,2.96198,0.905023489,0.028982393,0.131730186,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [44,46] [48,60]",223035,216121,121051,248774,47535,2.96309,0.905007939,0.028449604,0.152609296,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [44,46] [48,60]",223035,208257,128915,248774,39671,2.88445,0.906109577,0.029999759,0.14027248,0,0
"[10.75,24] [34,36] [44,46] [48,60]",223035,239210,97962,248774,70624,3.19398,0.901773489,0.022701683,0.10751707,0,0
"[10.75,24] [24,26] [34,36] [44,46] [48,60]",223035,231346,105826,248774,62760,3.11534,0.902875127,0.024519932,0.120819506,0,0
"[10.75,24] [26,28] [34,36] [44,46] [48,60]",223035,231457,105715,248774,62871,3.11645,0.902859577,0.028875204,0.13694794,0,0
"[10.75,24] [24,26] [26,28] [34,36] [44,46] [48,60]",223035,223593,113579,248774,55007,3.03781,0.903961215,0.033785689,0.133610411,0,0
"[10.75,24] [28,30] [34,36] [44,46] [48,60]",223035,231651,105521,248774,63065,3.11839,0.9028324,0.02526259,0.100754021,0,0
"[10.75,24] [24,26] [28,30] [34,36] [44,46] [48,60]",223035,223787,113385,248774,55201,3.03975,0.903934038,0.026730462,0.161279025,0,0
"[10.75,24] [26,28] [28,30] [34,36] [44,46] [48,60]",223035,223898,113274,248774,55312,3.04086,0.903918489,0.026913375,0.1359281,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [44,46] [48,60]",223035,216034,121138,248774,47448,2.96222,0.905020127,0.02935671,0.164205416,0,0
"[10.75,24] [30,32] [34,36] [44,46] [48,60]",223035,231714,105458,248774,63128,3.11902,0.902823575,0.027154998,0.108215676,0,0
"[10.75,24] [24,26] [30,32] [34,36] [44,46] [48,60]",223035,223850,113322,248774,55264,3.04038,0.903925213,0.027391088,0.128901103,0,0
"[10.75,24] [26,28] [30,32] [34,36] [44,46] [48,60]",223035,223961,113211,248774,55375,3.04149,0.903909663,0.028127339,0.125684829,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [44,46] [48,60]",223035,216097,121075,248774,47511,2.96285,0.905011301,0.029320713,0.123000716,0,0
"[10.75,24] [28,30] [30,32] [34,36] [44,46] [48,60]",223035,224155,113017,248774,55569,3.04343,0.903882487,0.028046605,0.120441906,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [44,46] [48,60]",223035,216291,120881,248774,47705,2.96479,0.904984125,0.029023187,0.125456771,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [44,46] [48,60]",223035,216402,120770,248774,47816,2.9659,0.904968575,0.028961534,0.117152608,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [44,46] [48,60]",223035,208538,128634,248774,39952,2.88726,0.906070213,0.03081636,0.133314986,0,0
"[10.75,24] [32,34] [34,36] [44,46] [48,60]",223035,231980,105192,248774,63394,3.12168,0.902786312,0.025524784,0.115093484,0,0
"[10.75,24] [24,26] [32,34] [34,36] [44,46] [48,60]",223035,224116,113056,248774,55530,3.04304,0.90388795,0.026502672,0.122701026,0,0
"[10.75,24] [26,28] [32,34] [34,36] [44,46] [48,60]",223035,224227,112945,248774,55641,3.04415,0.9038724,0.028469373,0.133025307,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [44,46] [48,60]",223035,216363,120809,248774,47777,2.96551,0.904974038,0.031244672,0.136164059,0,0
"[10.75,24] [28,30] [32,34] [34,36] [44,46] [48,60]",223035,224421,112751,248774,55835,3.04609,0.903845224,0.028253742,0.110874048,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [44,46] [48,60]",223035,216557,120615,248774,47971,2.96745,0.904946862,0.028843124,0.116677213,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [44,46] [48,60]",223035,216668,120504,248774,48082,2.96856,0.904931312,0.029286581,0.154184894,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [44,46] [48,60]",223035,208804,128368,248774,40218,2.88992,0.90603295,0.030571109,0.132940047,0,0
"[10.75,24] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,224484,112688,248774,55898,3.04672,0.903836398,0.030232402,0.139732863,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,216620,120552,248774,48034,2.96808,0.904938036,0.030858358,0.123844451,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,216731,120441,248774,48145,2.96919,0.904922487,0.030574292,0.146847943,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,208867,128305,248774,40281,2.89055,0.906024125,0.031574192,0.130886599,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,216925,120247,248774,48339,2.97113,0.90489531,0.031291352,0.132543497,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,209061,128111,248774,40475,2.89249,0.905996948,0.031999522,0.168516039,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,209172,128000,248774,40586,2.8936,0.905981398,0.032607028,0.124367672,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [44,46] [48,60]",223035,201308,135864,248774,32722,2.81496,0.907083036,0.033611994,0.140885612,0,0
"[10.75,24] [36,38] [44,46] [48,60]",223035,239367,97805,248774,70781,3.19555,0.901751495,0.023423436,0.117025256,0,0
"[10.75,24] [24,26] [36,38] [44,46] [48,60]",223035,231503,105669,248774,62917,3.11691,0.902853133,0.025056908,0.113209503,0,0
"[10.75,24] [26,28] [36,38] [44,46] [48,60]",223035,231614,105558,248774,63028,3.11802,0.902837584,0.028916941,0.115874555,0,0
"[10.75,24] [24,26] [26,28] [36,38] [44,46] [48,60]",223035,223750,113422,248774,55164,3.03938,0.903939222,0.034264619,0.140174711,0,0
"[10.75,24] [28,30] [36,38] [44,46] [48,60]",223035,231808,105364,248774,63222,3.11996,0.902810407,0.025575421,0.115647112,0,0
"[10.75,24] [24,26] [28,30] [36,38] [44,46] [48,60]",223035,223944,113228,248774,55358,3.04132,0.903912045,0.027503103,0.111682565,0,0
"[10.75,24] [26,28] [28,30] [36,38] [44,46] [48,60]",223035,224055,113117,248774,55469,3.04243,0.903896495,0.02713958,0.123437568,0,0
"[10.75,24] [24,26] [26,28] [28,30] [36,38] [44,46] [48,60]",223035,216191,120981,248774,47605,2.96379,0.904998133,0.030104904,0.13357006,0,0
"[10.75,24] [30,32] [36,38] [44,46] [48,60]",223035,231871,105301,248774,63285,3.12059,0.902801581,0.027652294,0.121640188,0,0
"[10.75,24] [24,26] [30,32] [36,38] [44,46] [48,60]",223035,224007,113165,248774,55421,3.04195,0.903903219,0.027514488,0.126642058,0,0
"[10.75,24] [26,28] [30,32] [36,38] [44,46] [48,60]",223035,224118,113054,248774,55532,3.04306,0.90388767,0.027884772,0.123765806,0,0
"[10.75,24] [24,26] [26,28] [30,32] [36,38] [44,46] [48,60]",223035,216254,120918,248774,47668,2.96442,0.904989308,0.029311883,0.150275519,0,0
"[10.75,24] [28,30] [30,32] [36,38] [44,46] [48,60]",223035,224312,112860,248774,55726,3.045,0.903860493,0.028054269,0.129224378,0,0
"[10.75,24] [24,26] [28,30] [30,32] [36,38] [44,46] [48,60]",223035,216448,120724,248774,47862,2.96636,0.904962131,0.029123311,0.117116134,0,0
"[10.75,24] [26,28] [28,30] [30,32] [36,38] [44,46] [48,60]",223035,216559,120613,248774,47973,2.96747,0.904946581,0.028936472,0.126938089,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [36,38] [44,46] [48,60]",223035,208695,128477,248774,40109,2.88883,0.906048219,0.030982076,0.126117446,0,0
"[10.75,24] [32,34] [36,38] [44,46] [48,60]",223035,232137,105035,248774,63551,3.12325,0.902764319,0.024841588,0.109648693,0,0
"[10.75,24] [24,26] [32,34] [36,38] [44,46] [48,60]",223035,224273,112899,248774,55687,3.04461,0.903865956,0.02605186,0.117695473,0,0
"[10.75,24] [26,28] [32,34] [36,38] [44,46] [48,60]",223035,224384,112788,248774,55798,3.04572,0.903850407,0.027789068,0.118962425,0,0
"[10.75,24] [24,26] [26,28] [32,34] [36,38] [44,46] [48,60]",223035,216520,120652,248774,47934,2.96708,0.904952045,0.030503379,0.132670711,0,0
"[10.75,24] [28,30] [32,34] [36,38] [44,46] [48,60]",223035,224578,112594,248774,55992,3.04766,0.90382323,0.027930627,0.138562976,0,0
"[10.75,24] [24,26] [28,30] [32,34] [36,38] [44,46] [48,60]",223035,216714,120458,248774,48128,2.96902,0.904924868,0.028732063,0.120223542,0,0
"[10.75,24] [26,28] [28,30] [32,34] [36,38] [44,46] [48,60]",223035,216825,120347,248774,48239,2.97013,0.904909319,0.029253609,0.139935973,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [36,38] [44,46] [48,60]",223035,208961,128211,248774,40375,2.89149,0.906010956,0.030679032,0.155084592,0,0
"[10.75,24] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,224641,112531,248774,56055,3.04829,0.903814405,0.029487242,0.130045235,0,0
"[10.75,24] [24,26] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,216777,120395,248774,48191,2.96965,0.904916043,0.029625733,0.142297428,0,0
"[10.75,24] [26,28] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,216888,120284,248774,48302,2.97076,0.904900493,0.029777608,0.119435652,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,209024,128148,248774,40438,2.89212,0.906002131,0.030977399,0.135367951,0,0
"[10.75,24] [28,30] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,217082,120090,248774,48496,2.9727,0.904873316,0.031004887,0.122495336,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,209218,127954,248774,40632,2.89406,0.905974954,0.031528755,0.131993194,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,209329,127843,248774,40743,2.89517,0.905959405,0.031728348,0.13277217,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [36,38] [44,46] [48,60]",223035,201465,135707,248774,32879,2.81653,0.907061043,0.032958421,0.15556065,0,0
"[10.75,24] [34,36] [36,38] [44,46] [48,60]",223035,232418,104754,248774,63832,3.12606,0.902724954,0.024055071,0.123070708,0,0
"[10.75,24] [24,26] [34,36] [36,38] [44,46] [48,60]",223035,224554,112618,248774,55968,3.04742,0.903826592,0.025352678,0.115155412,0,0
"[10.75,24] [26,28] [34,36] [36,38] [44,46] [48,60]",223035,224665,112507,248774,56079,3.04853,0.903811043,0.029918795,0.121165894,0,0
"[10.75,24] [24,26] [26,28] [34,36] [36,38] [44,46] [48,60]",223035,216801,120371,248774,48215,2.96989,0.904912681,0.034672741,0.149593662,0,0
"[10.75,24] [28,30] [34,36] [36,38] [44,46] [48,60]",223035,224859,112313,248774,56273,3.05047,0.903783866,0.026854776,0.121765162,0,0
"[10.75,24] [24,26] [28,30] [34,36] [36,38] [44,46] [48,60]",223035,216995,120177,248774,48409,2.97183,0.904885504,0.028690956,0.128341917,0,0
"[10.75,24] [26,28] [28,30] [34,36] [36,38] [44,46] [48,60]",223035,217106,120066,248774,48520,2.97294,0.904869954,0.028931114,0.135132856,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [36,38] [44,46] [48,60]",223035,209242,127930,248774,40656,2.8943,0.905971592,0.031640335,0.124096102,0,0
"[10.75,24] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,224922,112250,248774,56336,3.0511,0.903775041,0.03002413,0.143563461,0,0
"[10.75,24] [24,26] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,217058,120114,248774,48472,2.97246,0.904876678,0.029805165,0.127538538,0,0
"[10.75,24] [26,28] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,217169,120003,248774,48583,2.97357,0.904861129,0.030816356,0.131168836,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,209305,127867,248774,40719,2.89493,0.905962767,0.031974008,0.126267994,0,0
"[10.75,24] [28,30] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,217363,119809,248774,48777,2.97551,0.904833952,0.030948609,0.121827262,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,209499,127673,248774,40913,2.89687,0.90593559,0.031635455,0.161320781,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,209610,127562,248774,41024,2.89798,0.905920041,0.032436785,0.133827494,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [36,38] [44,46] [48,60]",223035,201746,135426,248774,33160,2.81934,0.907021678,0.033813662,0.143011734,0,0
"[10.75,24] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,225188,111984,248774,56602,3.05376,0.903737778,0.027458156,0.12949351,0,0
"[10.75,24] [24,26] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,217324,119848,248774,48738,2.97512,0.904839416,0.028380052,0.129742352,0,0
"[10.75,24] [26,28] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,217435,119737,248774,48849,2.97623,0.904823866,0.031023729,0.149255274,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,209571,127601,248774,40985,2.89759,0.905925504,0.033439559,0.142380164,0,0
"[10.75,24] [28,30] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,217629,119543,248774,49043,2.97817,0.904796689,0.0327203,0.157411297,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,209765,127407,248774,41179,2.89953,0.905898327,0.032488113,0.144670045,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,209876,127296,248774,41290,2.90064,0.905882778,0.033908301,0.156783464,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,202012,135160,248774,33426,2.822,0.906984416,0.034416446,0.15213351,0,0
"[10.75,24] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,217692,119480,248774,49106,2.9788,0.904787864,0.035294478,0.159105187,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,209828,127344,248774,41242,2.90016,0.905889502,0.035634263,0.159376017,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,209939,127233,248774,41353,2.90127,0.905873952,0.035689331,0.138051279,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,202075,135097,248774,33489,2.82263,0.90697559,0.036287068,0.137267149,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,210133,127039,248774,41547,2.90321,0.905846775,0.039618701,0.168855145,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,202269,134903,248774,33683,2.82457,0.906948413,0.038578834,0.153346344,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,202380,134792,248774,33794,2.82568,0.906932864,0.040670552,0.160770703,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [44,46] [48,60]",223035,194516,142656,248774,25930,2.74704,0.908034502,0.039982132,0.15924685,0,0
"[10.75,24] [38,40] [44,46] [48,60]",223035,239424,97748,248774,70838,3.19612,0.90174351,0.024548174,0.124716047,0,0
"[10.75,24] [24,26] [38,40] [44,46] [48,60]",223035,231560,105612,248774,62974,3.11748,0.902845148,0.027036111,0.141229316,0,0
"[10.75,24] [26,28] [38,40] [44,46] [48,60]",223035,231671,105501,248774,63085,3.11859,0.902829599,0.027803666,0.159287542,0,0
"[10.75,24] [24,26] [26,28] [38,40] [44,46] [48,60]",223035,223807,113365,248774,55221,3.03995,0.903931237,0.036242562,0.192738742,0,0
"[10.75,24] [28,30] [38,40] [44,46] [48,60]",223035,231865,105307,248774,63279,3.12053,0.902802422,0.025640332,0.128670117,0,0
"[10.75,24] [24,26] [28,30] [38,40] [44,46] [48,60]",223035,224001,113171,248774,55415,3.04189,0.90390406,0.027543226,0.126252007,0,0
"[10.75,24] [26,28] [28,30] [38,40] [44,46] [48,60]",223035,224112,113060,248774,55526,3.043,0.90388851,0.027672198,0.150593216,0,0
"[10.75,24] [24,26] [26,28] [28,30] [38,40] [44,46] [48,60]",223035,216248,120924,248774,47662,2.96436,0.904990148,0.030922003,0.148643406,0,0
"[10.75,24] [30,32] [38,40] [44,46] [48,60]",223035,231928,105244,248774,63342,3.12116,0.902793597,0.029646047,0.132977969,0,0
"[10.75,24] [24,26] [30,32] [38,40] [44,46] [48,60]",223035,224064,113108,248774,55478,3.04252,0.903895235,0.029044855,0.135491975,0,0
"[10.75,24] [26,28] [30,32] [38,40] [44,46] [48,60]",223035,224175,112997,248774,55589,3.04363,0.903879685,0.028517392,0.126235334,0,0
"[10.75,24] [24,26] [26,28] [30,32] [38,40] [44,46] [48,60]",223035,216311,120861,248774,47725,2.96499,0.904981323,0.030087904,0.125395794,0,0
"[10.75,24] [28,30] [30,32] [38,40] [44,46] [48,60]",223035,224369,112803,248774,55783,3.04557,0.903852508,0.030121128,0.128978996,0,0
"[10.75,24] [24,26] [28,30] [30,32] [38,40] [44,46] [48,60]",223035,216505,120667,248774,47919,2.96693,0.904954146,0.030960719,0.120656611,0,0
"[10.75,24] [26,28] [28,30] [30,32] [38,40] [44,46] [48,60]",223035,216616,120556,248774,48030,2.96804,0.904938597,0.030954001,0.12172196,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [38,40] [44,46] [48,60]",223035,208752,128420,248774,40166,2.8894,0.906040235,0.032573383,0.134149821,0,0
"[10.75,24] [32,34] [38,40] [44,46] [48,60]",223035,232194,104978,248774,63608,3.12382,0.902756334,0.025496896,0.112469534,0,0
"[10.75,24] [24,26] [32,34] [38,40] [44,46] [48,60]",223035,224330,112842,248774,55744,3.04518,0.903857972,0.026102678,0.11877555,0,0
"[10.75,24] [26,28] [32,34] [38,40] [44,46] [48,60]",223035,224441,112731,248774,55855,3.04629,0.903842422,0.027165756,0.126123065,0,0
"[10.75,24] [24,26] [26,28] [32,34] [38,40] [44,46] [48,60]",223035,216577,120595,248774,47991,2.96765,0.90494406,0.029730282,0.125168634,0,0
"[10.75,24] [28,30] [32,34] [38,40] [44,46] [48,60]",223035,224635,112537,248774,56049,3.04823,0.903815245,0.028603234,0.133467283,0,0
"[10.75,24] [24,26] [28,30] [32,34] [38,40] [44,46] [48,60]",223035,216771,120401,248774,48185,2.96959,0.904916883,0.029300587,0.12200919,0,0
"[10.75,24] [26,28] [28,30] [32,34] [38,40] [44,46] [48,60]",223035,216882,120290,248774,48296,2.9707,0.904901334,0.029319345,0.134828771,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [38,40] [44,46] [48,60]",223035,209018,128154,248774,40432,2.89206,0.906002972,0.030944904,0.125475951,0,0
"[10.75,24] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,224698,112474,248774,56112,3.04886,0.90380642,0.031054251,0.144431247,0,0
"[10.75,24] [24,26] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,216834,120338,248774,48248,2.97022,0.904908058,0.0300053,0.126503713,0,0
"[10.75,24] [26,28] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,216945,120227,248774,48359,2.97133,0.904892508,0.029863374,0.127669354,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,209081,128091,248774,40495,2.89269,0.905994146,0.030354,0.132342313,0,0
"[10.75,24] [28,30] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,217139,120033,248774,48553,2.97327,0.904865331,0.032083948,0.128454142,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,209275,127897,248774,40689,2.89463,0.905966969,0.031592323,0.153663958,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,209386,127786,248774,40800,2.89574,0.90595142,0.03184641,0.120329797,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [38,40] [44,46] [48,60]",223035,201522,135650,248774,32936,2.8171,0.907053058,0.032862092,0.139298858,0,0
"[10.75,24] [34,36] [38,40] [44,46] [48,60]",223035,232475,104697,248774,63889,3.12663,0.902716969,0.024498681,0.12514878,0,0
"[10.75,24] [24,26] [34,36] [38,40] [44,46] [48,60]",223035,224611,112561,248774,56025,3.04799,0.903818607,0.025579433,0.116529896,0,0
"[10.75,24] [26,28] [34,36] [38,40] [44,46] [48,60]",223035,224722,112450,248774,56136,3.0491,0.903803058,0.031742681,0.137372331,0,0
"[10.75,24] [24,26] [26,28] [34,36] [38,40] [44,46] [48,60]",223035,216858,120314,248774,48272,2.97046,0.904904696,0.041191197,0.147527508,0,0
"[10.75,24] [28,30] [34,36] [38,40] [44,46] [48,60]",223035,224916,112256,248774,56330,3.05104,0.903775881,0.027277983,0.134254719,0,0
"[10.75,24] [24,26] [28,30] [34,36] [38,40] [44,46] [48,60]",223035,217052,120120,248774,48466,2.9724,0.904877519,0.028692463,0.139350716,0,0
"[10.75,24] [26,28] [28,30] [34,36] [38,40] [44,46] [48,60]",223035,217163,120009,248774,48577,2.97351,0.904861969,0.028930952,0.133529902,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [38,40] [44,46] [48,60]",223035,209299,127873,248774,40713,2.89487,0.905963607,0.03160079,0.132352702,0,0
"[10.75,24] [30,32] [34,36] [38,40] [44,46] [48,60]",223035,224979,112193,248774,56393,3.05167,0.903767056,0.031908686,0.137231141,0,0
"[10.75,24] [24,26] [30,32] [34,36] [38,40] [44,46] [48,60]",223035,217115,120057,248774,48529,2.97303,0.904868694,0.030226431,0.166903415,0,0
