Row_1,BoardsBeforeCutBill,BoardsAfterCutBill,BoardsInCutBill,MandatoryCuts,CutsMadebyCutBill,CutsPerBoard,Yield,MeanNestingRate,MaxNestingRate,TimesAbove60,LaneFlushes
"[10.75,24] [26,28] [28,30] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02266891,0.13631562,0,0
"[10.75,24] [24,26] [26,28] [28,30] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022682056,0.140941076,0,0
"[10.75,24] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022550894,0.119253079,0,0
"[10.75,24] [24,26] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022759935,0.136396837,0,0
"[10.75,24] [26,28] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022725839,0.140306451,0,0
"[10.75,24] [24,26] [26,28] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022625527,0.140941076,0,0
"[10.75,24] [28,30] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022837806,0.126319191,0,0
"[10.75,24] [24,26] [28,30] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022590482,0.132442519,0,0
"[10.75,24] [26,28] [28,30] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022663921,0.150068136,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022595463,0.13552058,0,0
"[10.75,24] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022937381,0.124022285,0,0
"[10.75,24] [24,26] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022610329,0.141314433,0,0
"[10.75,24] [26,28] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022641409,0.129540505,0,0
"[10.75,24] [24,26] [26,28] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022978594,0.136396837,0,0
"[10.75,24] [28,30] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022723918,0.140306451,0,0
"[10.75,24] [24,26] [28,30] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022838839,0.121429972,0,0
"[10.75,24] [26,28] [28,30] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022591519,0.131693043,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.0227204,0.121131369,0,0
"[10.75,24] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022843663,0.11664246,0,0
"[10.75,24] [24,26] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022618474,0.141314433,0,0
"[10.75,24] [26,28] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022844513,0.133969843,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022774404,0.135462515,0,0
"[10.75,24] [28,30] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022722557,0.112680774,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022653243,0.140306451,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022637299,0.135623725,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022709277,0.11648125,0,0
"[10.75,24] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022663786,0.13552058,0,0
"[10.75,24] [24,26] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022720693,0.129540505,0,0
"[10.75,24] [26,28] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022666766,0.155973864,0,0
"[10.75,24] [24,26] [26,28] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022736256,0.141102286,0,0
"[10.75,24] [28,30] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022783357,0.141102286,0,0
"[10.75,24] [24,26] [28,30] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022591935,0.136004211,0,0
"[10.75,24] [26,28] [28,30] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022500022,0.134187714,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022625372,0.117015954,0,0
"[10.75,24] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022725032,0.131693043,0,0
"[10.75,24] [24,26] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022609576,0.141314433,0,0
"[10.75,24] [26,28] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022938469,0.135462515,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022649788,0.13572866,0,0
"[10.75,24] [28,30] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022775659,0.141314433,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022488625,0.161637008,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022692089,0.11648125,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022802835,0.12625326,0,0
"[10.75,24] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022664485,0.135623725,0,0
"[10.75,24] [24,26] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022649623,0.124948498,0,0
"[10.75,24] [26,28] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022692222,0.135462515,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022654993,0.135623725,0,0
"[10.75,24] [28,30] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022713055,0.161740663,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022860665,0.135462515,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022818572,0.131854253,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022636805,0.140941076,0,0
"[10.75,24] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022706595,0.156234573,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022549352,0.126092049,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022728775,0.135623725,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022865373,0.135462515,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022548923,0.141314433,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022711487,0.141314433,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022690235,0.135623725,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022629778,0.135677426,0,0
"[10.75,24] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022712421,0.120970158,0,0
"[10.75,24] [24,26] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022748507,0.141153223,0,0
"[10.75,24] [26,28] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022529528,0.116210722,0,0
"[10.75,24] [24,26] [26,28] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022542914,0.118891318,0,0
"[10.75,24] [28,30] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022820291,0.11664246,0,0
"[10.75,24] [24,26] [28,30] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02273258,0.145571309,0,0
"[10.75,24] [26,28] [28,30] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022686522,0.134292264,0,0
"[10.75,24] [24,26] [26,28] [28,30] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.023021579,0.135462515,0,0
"[10.75,24] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022603464,0.126172716,0,0
"[10.75,24] [24,26] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022616132,0.140941076,0,0
"[10.75,24] [26,28] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022804405,0.132584871,0,0
"[10.75,24] [24,26] [26,28] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022833573,0.12641447,0,0
"[10.75,24] [28,30] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022526781,0.13477471,0,0
"[10.75,24] [24,26] [28,30] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022650289,0.141314433,0,0
"[10.75,24] [26,28] [28,30] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022781374,0.150068136,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022626374,0.161740663,0,0
"[10.75,24] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022821656,0.120808948,0,0
"[10.75,24] [24,26] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022635131,0.134453474,0,0
"[10.75,24] [26,28] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022701989,0.11648125,0,0
"[10.75,24] [24,26] [26,28] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022786751,0.141102286,0,0
"[10.75,24] [28,30] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022654448,0.135462515,0,0
"[10.75,24] [24,26] [28,30] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022775908,0.135623725,0,0
"[10.75,24] [26,28] [28,30] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022676311,0.153104831,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022773868,0.135623725,0,0
"[10.75,24] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022763552,0.135623725,0,0
"[10.75,24] [24,26] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022560202,0.11648125,0,0
"[10.75,24] [26,28] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022596282,0.150068136,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022618453,0.136468466,0,0
"[10.75,24] [28,30] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022762417,0.13568179,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022707275,0.135623725,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022774953,0.135623725,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022555639,0.121591183,0,0
"[10.75,24] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022754366,0.141153223,0,0
"[10.75,24] [24,26] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022681123,0.125192067,0,0
"[10.75,24] [26,28] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022824216,0.150068136,0,0
"[10.75,24] [24,26] [26,28] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022553797,0.140306451,0,0
"[10.75,24] [28,30] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02285509,0.114611096,0,0
"[10.75,24] [24,26] [28,30] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022699916,0.147465562,0,0
"[10.75,24] [26,28] [28,30] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022668795,0.145571309,0,0
"[10.75,24] [24,26] [26,28] [28,30] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022593472,0.135462515,0,0
"[10.75,24] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022542479,0.116854743,0,0
"[10.75,24] [24,26] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02276151,0.13552058,0,0
"[10.75,24] [26,28] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022668678,0.135198159,0,0
"[10.75,24] [24,26] [26,28] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022523927,0.141475644,0,0
"[10.75,24] [28,30] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022719418,0.11648125,0,0
"[10.75,24] [24,26] [28,30] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022618428,0.121429972,0,0
"[10.75,24] [26,28] [28,30] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022783351,0.135623725,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022819953,0.134747925,0,0
"[10.75,24] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02260804,0.134292264,0,0
"[10.75,24] [24,26] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02274596,0.130145142,0,0
"[10.75,24] [26,28] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.02263784,0.135037768,0,0
"[10.75,24] [24,26] [26,28] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022707445,0.131693043,0,0
"[10.75,24] [28,30] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022708805,0.141475644,0,0
"[10.75,24] [24,26] [28,30] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022735593,0.161740663,0,0
"[10.75,24] [26,28] [28,30] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022724983,0.136307255,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022690217,0.140941076,0,0
"[10.75,24] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022551296,0.123987997,0,0
"[10.75,24] [24,26] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022616734,0.146508061,0,0
"[10.75,24] [26,28] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022760813,0.150068136,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022720624,0.12641447,0,0
"[10.75,24] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022455437,0.149906925,0,0
"[10.75,24] [24,26] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022704181,0.136235626,0,0
"[10.75,24] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022849573,0.161637008,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [32,34] [34,36] [36,38] [38,40] [40,42] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022598488,0.135623725,0,0
"[10.75,24] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022805241,0.129540505,0,0
"[10.75,24] [24,26] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022673777,0.11648125,0,0
"[10.75,24] [26,28] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022725373,0.150229346,0,0
"[10.75,24] [24,26] [26,28] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022709851,0.13552058,0,0
"[10.75,24] [28,30] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022579577,0.169707677,0,0
"[10.75,24] [24,26] [28,30] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022736199,0.161740663,0,0
"[10.75,24] [26,28] [28,30] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022732854,0.114933517,0,0
"[10.75,24] [24,26] [26,28] [28,30] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022705688,0.13552058,0,0
"[10.75,24] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022860094,0.13572866,0,0
"[10.75,24] [24,26] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022869524,0.124813401,0,0
"[10.75,24] [26,28] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022766846,0.141314433,0,0
"[10.75,24] [24,26] [26,28] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022738646,0.121752393,0,0
"[10.75,24] [28,30] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022529993,0.149906925,0,0
"[10.75,24] [24,26] [28,30] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022837828,0.123826786,0,0
"[10.75,24] [26,28] [28,30] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,252409,84763,248774,83823,3.32597,0.899924491,0.022751796,0.111583086,0,0
"[10.75,24] [24,26] [26,28] [28,30] [30,32] [42,44] [44,46] [46,48] [48,60]",223035,202892,134280,248774,34306,2.8308,0.90686114,0.039012392,0.198115873,0,0
"[10.75,24] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,226334,110838,248774,57748,3.06522,0.903577239,0.026508263,0.17470807,0,0
"[10.75,24] [24,26] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,218470,118702,248774,49884,2.98658,0.904678877,0.028466588,0.14338185,0,0
"[10.75,24] [26,28] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,218581,118591,248774,49995,2.98769,0.904663327,0.029108253,0.15663565,0,0
"[10.75,24] [24,26] [26,28] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,210717,126455,248774,42131,2.90905,0.905764965,0.037389674,0.186431707,0,0
"[10.75,24] [28,30] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,218775,118397,248774,50189,2.98963,0.90463615,0.027852872,0.1614176,0,0
"[10.75,24] [24,26] [28,30] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,210911,126261,248774,42325,2.91099,0.905737788,0.03115177,0.165620663,0,0
"[10.75,24] [26,28] [28,30] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,211022,126150,248774,42436,2.9121,0.905722239,0.030245485,0.156320668,0,0
"[10.75,24] [24,26] [26,28] [28,30] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,203158,134014,248774,34572,2.83346,0.906823877,0.037952286,0.210711809,0,0
"[10.75,24] [30,32] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,218838,118334,248774,50252,2.99026,0.904627325,0.030498248,0.155941095,0,0
"[10.75,24] [24,26] [30,32] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,210974,126198,248774,42388,2.91162,0.905728963,0.031692401,0.157197555,0,0
"[10.75,24] [26,28] [30,32] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,211085,126087,248774,42499,2.91273,0.905713413,0.030169888,0.155923437,0,0
"[10.75,24] [24,26] [26,28] [30,32] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,203221,133951,248774,34635,2.83409,0.906815051,0.036032948,0.185981268,0,0
"[10.75,24] [28,30] [30,32] [32,34] [42,44] [44,46] [46,48] [48,60]",223035,211279,125893,248774,42693,2.91467,0.905686237,0.030453729,0.155385065,0,0
